음식명,총내용량,열량(kcal)(1회제공량당),탄수화물(g)(1회제공량당),단백질(g)(1회제공량당),지방(g)(1회제공량당),당류(g)(1회제공량당),나트륨(mg)(1회제공량당),콜레스테롤(mg)(1회제공량당),포화지방산(g)(1회제공량당),트랜스지방(g)(1회제공량당)
돈까스 소스,100,133,32.54,0.6,0.02,22.31,1713,0,0.01,0
"된장, 개량, 찌개용",100,173,18.5,12.5,5.59,5.4,4206,0,0.94,0.01
"된장, 보리",100,164,25.3,10.9,2.1,0,0,0,0,0
"된장, 개량",100,137,15,11.1,3.7,0,4991,0,0,0
"된장, 일식(미소)",100,187,21.84,11.71,6.03,5.55,4616,0,0.95,0.01
"된장, 재래",100,193,18.94,13.73,7.25,5.45,4339,0,1.15,0.01
라면 스프,100,246,37.2,17.4,3.1,0,21194,0,0,0
"라벤다, 말린것",100,330,63.3,12.6,8.7,0,35,0,0,0
"레몬그라스(시트로넬라), 생것",100,99,25.31,1.82,0.49,0,6,0,0.12,0
"로즈마리, 말린것",100,373,61.5,8.5,15.8,0,229,0,0,0
마늘 페이스트,100,171,37,4.7,0.5,1.2,1800,0,0.07,0
"마늘, 가루",100,333,71.6,18.3,0.9,0,149,0,0,0
"마요네즈, 난황",100,702,4.2,1.2,75.6,0,450,0,0,0
"마요네즈, 전란",100,711,6.43,1.01,75.65,1.39,462,25.85,11.52,0.47
맛술,100,146,35.5,0.3,0.3,0,32,0,0,0
"민트, 말린것",100,294,56.2,17.5,6.1,0,28,0,0,0
바비큐 소스,100,169,33.1,4.3,2.2,27.6,3300,0,0.32,0
발사믹식초,100,88,17.03,0.49,0,14.95,23,0,0,0
"뽕잎, 가루",100,275,54.2,24.2,2.7,0,60,0,0,0
사프란,100,310,65.37,11.43,5.85,0,148,0,1.59,0
"산초, 가루",100,302,68.57,9.66,4.01,0,7,0,0.74,0.04
"샐러드 드레싱, 사우전드아일랜드",100,484,11.1,0.9,48.4,0,761,0,0,0
"샐러드 드레싱, 이탈리안",100,240,12.12,0.41,21.12,10.77,993,0,2.95,0.07
"샐러드 드레싱, 프렌치",100,457,15.58,0.77,44.81,15.95,836,0,5.65,0
생강 페이스트,100,43,8.6,0.7,0.6,1.4,580,0,0.16,0
"생강, 가루",100,347,72.7,9.2,5.1,0,50,0,0,0
소금,100,0,0,0,0,0,33597,0,0,0
"소금, 가공염, 죽염",100,0,0,0.01,0.01,0,38330,0,0,0
"소금, 가공염, 퉁퉁마디(함초)",100,21,5.17,0,0.01,0,33490,0,0,0
"소금, 굵은소금",100,0,0,0,0,0,32220,0,0,0
"소금, 정제염",100,2,0.39,0,0.01,0,36025,0,0,0
"소금, 천일염",100,20,5.1,0,0,0,33565,0,0,0
"소금, 천일염, 가는소금",100,24,5.95,0.06,0,0,33417,0,0,0
"소금, 천일염, 굵은소금",100,15,3.87,0,0,0,34205,0,0,0
"소금, 천일염, 소금꽃",100,21,5.3,0,0,0,40626,0,0,0
"소금, 천일염, 토판염",100,16,4.1,0,0,0,38659,0,0,0
"소금, 프랑스, 소금꽃",100,11,2.8,0,0,0,36693,0,0,0
"소금, 프랑스, 토판염",100,16,4,0,0,0,39612,0,0,0
"스파게티 소스, 병조림",100,81,13.43,1.52,2.4,6.72,585,0,0.36,0.01
"식초, 감식초",100,14,3.5,0,0,0,3,0,0,0
"식초, 배식초",100,43,10.5,0.2,0,0,20,0,0,0
"식초, 사과식초",100,11,2.7,0,0,0,2,0,0,0
"식초, 쌀식초",100,46,7.4,0.2,0,0,12,0,0,0
"식초, 알로에식초",100,12,3,0.1,0,0,39,0,0,0
"식초, 양조",100,1,0.34,0.02,0,0,1,0,0,0
"식초, 포도식초",100,22,1.2,0.1,0,0,4,0,0,0
"식초, 포도주",100,19,0.27,0.04,0,0,8,0,0,0
"식초, 현미식초",100,19,4.7,0,0,0,2,0,0,0
쌈장,100,240,39.18,9.88,4.81,25.71,2619,0,0.73,0.01
"양파, 가루",100,364,79.8,8.8,1.1,0,52,0,0.23,0
"오레가노, 말린것",100,265,68.92,9,4.28,4.09,25,0,1.55,0
"올스파이스, 가루",100,374,75.2,5.6,5.6,0,53,0,1.61,0
우스터 소스,100,74,17.7,0.5,0.1,0,1671,0,0,0
"월계수, 잎, 말린것",100,313,74.97,7.61,8.36,0,23,0,2.28,0
육두구,100,559,47.5,5.7,38.5,0,15,0,10.76,0
"정향, 가루",100,417,66.4,7.2,13.6,0,280,0,4.11,0
조미료,100,257,49.07,5.86,4.09,14.87,15836,8.04,1.59,0.13
"조미료, 멸치맛, 가루",100,234,25.7,22,4.8,0,15570,0,0,0
"조미료, 쇠고기맛, 가루",100,225,34.2,13.5,3.8,0,26237,0,0,0
"조미료, 액상",100,77,13.02,6.19,0,0,6166,0,0,0
"조미소, 가루",100,174,25.1,16.6,0.8,0,0,0,0,0
짜장 소스,100,189,24.3,13.2,4.3,0,3227,0,0,0
"짜장 소스, 가루",100,351,67.18,10.93,4.3,11.49,5502,0,1.55,0.02
"짜장 소스, 레토르트",100,93,13.5,2.42,3.22,0,539,0,0.41,0.04
청국장,100,108,14.9,10.2,0.8,0,961,0,0,0
"청국장, 가루",100,411,28.8,38.8,16.4,0,2487,0,0,0
"청국장, 찌개용",100,136,10.42,10.93,5.88,1.55,3083,0,0.96,0.01
초고추장,100,211,53.78,3.79,1.17,36.02,1962,0,0.25,0
춘장,100,206,30.46,11.8,4.16,8.06,3399,0,0.67,0
칠리 소스,100,115,26.3,1.8,0.1,0,1200,0,0.02,0
"칠리, 가루",100,374,60.1,15,8.2,0,2500,0,1.41,0
"카레, 가루",100,356,58.3,10.4,14.6,0,0,0,0,0
"카레, 레토르트",100,72,11.39,2.47,1.89,7.48,482,4.41,0.39,0.08
"코리아타임, 말린것",100,378,79.2,1.4,6.2,0,76,0,0,0
"타라곤, 말린것",100,295,50.22,22.77,7.24,0,62,0,1.88,0
"타임, 가루",100,352,69.8,6.5,5.2,0,13,0,1.92,0
템페,100,192,7.64,20.29,10.8,0,9,0,2.54,0
토마토 소스,100,44,8.5,2,0.2,5.3,240,0,0.03,0
"토마토 소스, 케첩",100,135,31.73,1.78,0.08,20.76,1063,0,0.03,0
"파슬리, 말린것",100,292,50.64,26.63,5.48,7.27,452,0,1.38,0
"파프리카, 가루",100,389,55.6,15.5,11.6,0,60,0,1.92,0
"페퍼민트, 생것",100,70,14.89,3.75,0.94,0,31,0,0.25,0
핫 소스,100,55,5.2,0.7,0.5,0,630,0,0.07,0
"후추, 검은후추, 가루",100,347,66.3,11.3,4.1,0,46,0,0,0
"후추, 흰색후추, 가루",100,378,70.1,10.1,6.4,0.6,4,0,2.22,0
간짜장,100,127,20.6,3.4,3.4,0,418,0,0,0
갈비탕,100,40,1.3,4.6,1.8,0,286,0,0,0
"게살죽, 끓인것",100,71,13.4,2.2,0.9,0,182,0,0,0
고추잡채,100,128,13.1,5.5,6,0,414,0,0,0
곰탕,100,83,1,10,4.3,0,118,0,0,0
김밥,100,158,28.8,3.6,3.2,0,417,0,0,0
"김밥, 김치 김밥",100,138,24.3,4.4,2.6,0,458,0,0,0
"김밥, 샐러드 김밥",100,162,24.6,3.8,5.4,0,364,0,0,0
"김밥, 소고기 김밥",100,161,25,6.4,3.9,0,424,0,0,0
"김밥, 참치 김밥",100,167,24.5,5.8,5.1,0,346,0,0,0
김치찌개,100,61,3,3.8,3.8,0,491,0,0,0
깐풍기,100,295,18.9,13.1,18.5,0,329,0,0,0
"깨죽, 끓인것",100,64,9.9,1.7,2,0,145,0,0,0
꼬리곰탕,100,110,0.7,14.6,5.4,0,109,0,0,0
난자완스,100,173,9.6,10.8,10.2,0,352,0,0,0
내장탕,100,78,1.9,7.8,4.3,0,334,0,0,0
"냉면, 물냉면",100,69,14.1,2,0.5,0,327,0,0,0
"냉면, 비빔냉면",100,114,22.3,3.6,1.1,0,303,0,0,0
"냉면, 열무냉면",100,66,12.2,2.6,0.7,0,394,0,0,0
"냉면, 회냉면",100,114,22.2,3.2,1.4,0,276,0,0,0
"덮밥, 불고기 덮밥",100,134,20.5,5.7,3.2,0,300,0,0,0
"덮밥, 오징어 덮밥",100,136,21.5,6.3,2.8,0,325,0,0,0
"덮밥, 제육 덮밥",100,156,23.1,6,4.4,0,308,0,0,0
"덮밥, 참치 덮밥",100,135,20.6,5.8,3.3,0,324,0,0,0
"덮밥, 회 덮밥",100,137,20.7,6,3.3,0,149,0,0,0
도가니탕,100,72,0.6,12.6,2.1,0,75,0,0,0
"돈저냐(동그랑땡), 냉동",100,225,14.1,9.4,14.5,0,168,0,0,0
동태찌개,100,46,1.3,5.8,2,0,322,0,0,0
돼지고기 볶음,100,175,9.1,11.5,10.3,0,526,0,0,0
된장찌개,100,37,3.4,2.9,1.3,0,505,0,0,0
떡만둣국,100,89,15.8,2.9,1.6,0,283,0,0,0
떡볶이,100,151,30.2,3.8,1.7,0,427,0,0,0
"라면, 국물, 조리후",100,19,2.03,0.44,0.96,0,380,0,0.45,0.01
"라면, 비빔라면, 끓인것",100,189,31.01,3.38,5.67,1.81,375,0,2.51,0.03
"라면, 조리후",100,101,18.5,2.2,2,0,388,0,0,0
"라면, 조리전",100,369,69.44,8.59,11.47,0,1338,0,5.36,0.07
"라면, 면, 조리후",100,174,29.78,3.89,4.37,0,278,0,2.01,0.03
라조기,100,199,13.1,10.3,11.7,0,324,0,0,0
마파두부,100,114,5.4,7.6,6.9,0,346,0,0,0
막국수,100,109,20.9,3.8,1.1,0,273,0,0,0
"만두, 고기 만두, 냉동",100,208,27.79,9.38,6.58,0.49,261,7.35,2.41,0.03
"만두, 군만두, 튀긴것",100,274,35.2,7,11.7,0,381,0,0,0
"만두, 김치 만두, 냉동",100,187,23.82,8.13,6.59,0.67,423,7.68,2.37,0.02
"만두, 물만두",100,131,15.6,5.6,5.1,0,239,0,0,0
만둣국,100,62,6.8,3.1,2.5,0,338,0,0,0
"메밀 냉면 육수, 인스턴트",100,174,42.58,0.83,0.05,30.94,5935,0,0.03,0
"미역국, 인스턴트, 말린것",100,323,63.2,9.4,3.6,0,6516,0,0,0
"미트볼, 냉동",100,244,12.5,11.7,16.4,0,520,43,4.25,0
"볶음밥, 김치 볶음밥",100,151,24,4.6,4.1,0,358,0,0,0
"볶음밥, 새우 볶음밥",100,175,28.2,4.5,4.9,0,349,0,0,0
"볶음밥, 오므라이스",100,162,25,4.8,4.8,0,330,0,0,0
"북어국, 인스턴트, 말린것",100,360,32.2,44.1,6.1,0,4832,0,0,0
비빔 국수,100,113,20,3.4,2.1,0,337,0,0,0
비빔밥,100,141,23,4,3.7,0,267,0,0,0
"사골국, 인스턴트",100,10,0.3,1.4,0.4,0,255,0,0,0
"삼각김밥, 고추장 불고기",100,166,34.1,3.7,1.6,0,343,0,0,0
"삼각김밥, 숯불갈비",100,161,32.5,4,1.7,0,358,0,0,0
"삼각김밥, 참치 마요네즈",100,172,32,3.9,3.2,0,282,0,0,0
삼계탕,100,92,4.1,11.5,3.3,0,131,0,0,0
"샌드위치, 닭고기",100,250,20.81,16.28,11.19,3.64,753,35,2.12,0.03
"샌드위치, 생선",100,257,26.69,10.29,12.45,3.53,602,35,1.95,0.08
"샌드위치, 소고기",100,244,22.21,15.17,10.3,3.84,653,30,3.4,0.39
"샌드위치, 햄, 치즈",100,218,24.8,7.4,9.9,0,451,0,0,0
선짓국,100,42,1.4,6.4,1.2,0,315,0,0,0
"소고기버섯죽, 끓인것",100,72,13.6,2.3,0.9,0,158,0,0,0
소고기육개장,100,49,3,3.1,2.7,0,408,0,0,0
소머리국밥,100,79,2.2,9.5,3.6,0,103,0,0,0
순대국,100,67,2.2,5.4,4.1,0,188,0,0,0
순두부찌개,100,50,1.9,3.6,3.1,0,338,0,0,0
"스튜, 레토르트",100,118,7.4,6,7.2,0,290,0,0,0
"스튜, 크림 스튜, 레토르트",100,119,7.6,4.1,8,0,119,0,0,0
"스파게티, 미트소스 스파게티, 냉동",100,90,15.24,5.05,1.01,2.6,238,6,0.35,0
"스프, 소고기 스프, 가루",100,406,67.1,11.3,10.3,0,3627,0,0,0
"스프, 소고기 스프, 가루, 끓인것",100,7,0.04,1.14,0.22,0,372,0,0.11,0
"스프, 소고기, 채소 스프, 가루, 끓인것",100,48,6.16,3.18,1.16,1.25,326,7,0.41,0
"스프, 양송이 스프, 가루",100,418,70.7,8.3,11.3,0,1976,0,0,0
"스프, 양송이 스프, 가루, 끓인것",100,39,3.33,0.66,2.59,0.2,340,0,0.47,0
"스프, 양파 스프, 가루",100,293,65.07,7.48,0.34,4.65,8031,0,0.09,0
"스프, 양파 스프, 가루, 끓인것",100,12,2.77,0.32,0.01,0.2,346,0,0,0
"스프, 콘소메 스프, 가루, 끓인것",100,11,0.32,2.52,0,0,0,0,0,0
"스프, 크림 스프, 가루",100,443,68.1,6.8,15.9,0,3032,0,0,0
"스프, 크림 스프, 가루, 끓인것",100,30,4.7,0.72,0.97,0,238,2,0.5,0
알밥,100,155,29.2,3.6,2.6,0,335,0,0,0
알탕,100,61,1.6,9.5,1.8,0,377,0,0,0
"양장피, 생것",100,92,7.8,6.6,3.8,0,341,0,0,0
연잎밥,100,207,47,4,0.3,0,178,0,0,0
"옥수수죽, 레토르트",100,86,8.6,2,4.8,0,280,0,0,0
"우동, 일식 우동, 끓인것",100,60,10.6,1.9,1.1,0,341,0,0,0
"우동, 중식 우동, 끓인것",100,65,8.5,2.9,2.1,0,340,0,0,0
육회,100,153,9.4,14.9,6.2,0,299,0,0,0
잡채밥,100,136,24.5,3,2.9,0,294,0,0,0
잡탕밥,100,104,14,5.9,2.7,0,281,0,0,0
"전복죽, 끓인것",100,74,14.3,1.6,1.2,0,164,0,0,0
짜장면,100,122,20.6,3,3.1,0,368,0,0,0
"짜장면, 인스턴트, 끓인것",100,177,31,3.66,4.28,0.63,306,0,1.69,0.03
짜장밥,100,149,24,3,4.5,0,312,0,0,0
짬뽕,100,69,10.1,2.8,1.9,0,400,0,0,0
쫄면,100,133,24.3,4.1,2.2,0,299,0,0,0
청국장 찌개,100,68,2.6,5.6,3.9,0,449,0,0,0
"초밥, 광어 초밥",100,151,25.8,9,1.3,0,270,0,0,0
"초밥, 모듬 초밥",100,154,25.5,8.5,2,0,323,0,0,0
"초밥, 유부초밥",100,165,31.26,4.32,2.51,2.11,255,0,0.45,0.02
추어탕,100,49,2.9,3.5,2.6,0,292,0,0,0
카레라이스,100,134,25.2,2.7,2.5,0,218,0,0,0
"칼국수, 해물",100,70,13.8,2.5,0.5,0,262,0,0,0
"컵라면, 국물, 조리후",100,28,3.16,0.61,1.44,0,423,0,0.66,0.01
"컵라면, 볶음라면, 조리전",100,392,63.47,8.75,11.46,4.32,1217,0,4.85,0.07
"컵라면, 볶음라면, 조리후",100,202,33.9,4.52,5.39,3.28,435,0,2.26,0.03
"컵라면, 면, 조리후",100,192,33.41,3.5,4.95,0,316,0,2.31,0.04
콩국수,100,83,14,3.9,1.3,0,118,0,0,0
콩나물해장국,100,32,1.7,3.4,1.3,0,279,0,0,0
"크로켓, 감자 크로켓, 냉동",100,164,25.3,4.6,4.9,0,290,2,0.94,0
"크로켓, 채소 크로켓, 냉동",100,264,34,3,12.9,0,477,0,0,0
"크로켓, 크림 크로켓, 냉동",100,159,20.9,4.7,6.3,0,270,0,0,0
탕수육,100,228,25.9,8.7,10,0,221,0,0,0
"튀김, 김말이튀김",100,251,32.1,2.4,12.5,0,393,0,0,0
"튀김, 채소튀김",100,321,37.6,3.6,17.3,0,279,0,0,0
팔보채,100,81,3.8,8.5,3.5,0,376,0,0,0
"팥죽, 끓인것",100,83,16.3,3.1,0.6,0,171,0,0,0
"팥죽, 레토르트",100,117,24.4,3.9,0.4,0,132,0,0,0
"피자, 슈퍼슈프림 피자, 냉동",100,233,30.4,11.3,7.3,0,583,0,0,0
"피자, 치킨슈프림 피자, 냉동",100,250,29.6,11.9,9.3,0,483,0,0,0
"핫도그, 냉동",100,267,34.97,8.09,10.55,7.02,454,36.77,4.46,0.08
"햄버거, 소고기패티",100,271,35.76,11.94,8.94,6.59,594,14.77,4.21,0.33
"햄버거 스테이크, 냉동",100,223,12.3,13.3,13.4,0,490,0,0,0
"햄버거, 소고기패티, 토마토, 양상추, 양파",100,229,18.01,9.55,13.23,4.78,378,15.02,4.46,0.19
"호박죽, 끓인것",100,74,14.9,1.2,1.1,0,155,0,0,0
"갈색 거저리, 유충, 말린것",100,537,14.41,51.39,30.43,1.95,71,49.26,6.43,0.07
"갈색 거저리, 유충, 생것",100,195,0.83,23.19,11,0.97,32,42.28,2.46,0.02
"고로쇠나무, 수액",100,5,1.44,0,0.02,1.08,0,0,0.01,0
"누에, 유충, 가루",100,482,10.06,50.85,26.53,0,79,41.99,9.92,0.09
"단백질 보충제, 가루",100,411,18.5,45.71,17.14,5.71,329,21,1.55,0
"단백질 보충제, 저지방, 가루",100,396,22,50,12,4,250,10,1.09,0
"달팽이, 통조림",100,82,0.8,16.5,1,0,260,240,0.07,0
"달팽이, 생것",100,90,2,16.1,1.4,0,70,50,0.36,0
"대나무, 추출",100,2,0.2,0,0.1,0,13,0,0,0
"누에, 번데기, 통조림",100,99,0,9.6,6.7,0,404,0,0,0
"누에, 번데기, 말린것",100,224,3.7,22.3,13.3,0,12,0,0,0
"삼백초, 말린것",100,301,67,12.1,3.8,0,8,0,0,0
"삼백초, 잎, 말린것",100,278,59.6,12.8,4.1,0,0,0,0,0
"삼백초, 줄기, 말린것",100,278,71.1,4.9,1.5,0,0,0,0,0
"솔잎, 생것",100,161,32.9,4.5,3.9,0,0,0,0,0
"솔잎, 추출",100,8,2.1,0.1,0,0,4,0,0,0
"송화, 가루",100,340,63.2,17.4,8.6,0,5,0,0,0
"수세미, 수액",100,4,0.7,0.8,0,0,3,0,0,0
"인삼, 백삼, 말린것",100,316,69.8,15.7,0.5,0,0,0,0,0
"인삼, 수삼, 생것",100,98,21.7,4.5,0.3,0,18,0,0,0
"인삼, 홍삼, 말린것",100,311,71.7,10.9,0.6,0,0,0,0,0
"인삼, 홍삼, 추출",100,15,3.32,0.33,0.01,1.19,2,0,0,0
"치자꽃, 생것",100,66,14.9,1.3,0.1,0,8,0,0,0
"팽창제, 베이킹파우더",100,51,24.1,0.1,0,0,7893,0,0,0
"팽창제, 효모, 말린것",100,313,43.1,37.1,6.8,0.1,120,0,0.79,0
프로폴리스,100,642,46.9,0.5,50.3,0,19,0,0,0
"흰점박이 꽃무지, 유충, 말린것",100,463,19.99,54.13,18.52,0.18,207,77.22,3.15,0.14
"흰점박이 꽃무지, 유충, 생것",100,122,2.9,15.78,5.2,0,42,24.51,0.87,0
"들깨, 볶은것",100,532,35.53,23.59,36.23,1.48,5,0,2.86,0.25
"배추, 우거지, 말린것",100,278,58.92,14.38,3.89,25.52,153,0,0.29,0.09
"배추, 우거지, 말린것, 삶은것",100,23,4.6,1.68,0.24,0.12,4,0,0.06,0.01
"산마늘(명이나물) 장아찌, 초절임",100,55,12.19,2.37,0.62,7.83,865,0,0.07,0
"표고버섯, 배지재배, 생것",100,31,10.84,3.9,0.38,0.36,3,0,0.04,0
"표고버섯, 배지재배, 말린것",100,178,61.81,22.42,2.14,2.27,12,0,0.29,0.02
"표고버섯, 배지재배, 말린것, 삶은것",100,29,10.55,3.2,0.36,0.55,2,0,0.04,0
"표고버섯, 배지재배, 데친것",100,25,8.63,3,0.34,0.51,2,0,0.04,0
"소고기, 한우(1+등급), 갈비(꽃갈비), 생것",100,391,0,14.7,36.43,0,40,84.91,11.75,0.78
"소고기, 한우(1+등급), 갈비(본갈비), 생것",100,375,0,14.69,34.65,0,42,86.01,11.29,0.67
"소고기, 한우(1+등급), 갈비(안창살), 생것",100,310,0,15.25,27.19,0,42,76.74,10.94,0.59
"소고기, 한우(1+등급), 갈비(제비추리), 생것",100,184,0,21.13,10.45,0,39,64.65,3.51,0.18
"소고기, 한우(1+등급), 갈비(참갈비), 생것",100,361,0,14.82,32.98,0,38,79.32,9.64,0.66
"소고기, 한우(1+등급), 갈비(토시살), 생것",100,261,0,15.69,21.52,0,42,71.89,7.79,0.43
"소고기, 한우(1+등급), 등심(꽃등심살), 생것",100,332,0,17.1,28.72,0,38,75.62,9.75,0.59
"소고기, 한우(1+등급), 등심(살치살), 생것",100,390,0,13.27,36.91,0,38,86.74,11.6,0.65
"소고기, 한우(1+등급), 등심(아래등심살), 생것",100,288,0,18.23,23.34,0,34,68.87,8.05,0.47
"소고기, 한우(1+등급), 등심(윗등심살), 생것",100,329,0,16.98,28.45,0,41,79.54,9.31,0.55
"소고기, 한우(1+등급), 목심(목심살), 생것",100,222,0,20.83,14.75,0,46,74.01,5.75,0.33
"소고기, 한우(1+등급), 사태(뒷사태), 생것",100,151,0,20.57,7.01,0,56,68.4,2.21,0.11
"소고기, 한우(1+등급), 사태(뭉치사태), 생것",100,137,0,21.89,4.85,0,48,52.06,1.38,0.06
"소고기, 한우(1+등급), 사태(상박살), 생것",100,207,0,20.12,13.38,0,53,72.56,4.29,0.23
"소고기, 한우(1+등급), 사태(아롱사태), 생것",100,236,0,20.6,16.38,0,62,79.45,5.05,0.22
"소고기, 한우(1+등급), 사태(앞사태), 생것",100,152,0,22.05,6.41,0,57,63.11,1.88,0.1
"소고기, 한우(1+등급), 살코기, 생것",100,223,0,17.06,16.97,0,40,64.67,5.4,0.32
"소고기, 한우(1+등급), 설도(도가니살), 생것",100,168,0,20.02,9.18,0,46,68.83,3,0.16
"소고기, 한우(1+등급), 설도(보섭살), 생것",100,176,0,21.82,9.21,0,42,65.2,3.26,0.17
"소고기, 한우(1+등급), 설도(삼각살), 생것",100,207,0,19.38,13.74,0,44,64.44,4.54,0.25
"소고기, 한우(1+등급), 설도(설깃머리살), 생것",100,207,0,19.2,13.81,0,42,67.33,4.29,0.25
"소고기, 한우(1+등급), 설도(설깃살), 생것",100,188,0,21.5,10.69,0,44,63.47,3.16,0.18
"소고기, 한우(1+등급), 안심(안심살), 생것",100,206,0,20.69,13.03,0,37,66.16,4.9,0.28
"소고기, 한우(1+등급), 앞다리(갈비덧살), 생것",100,210,0,18.61,14.51,0,35,63.29,5.12,0.31
"소고기, 한우(1+등급), 앞다리(꾸리살), 생것",100,185,0,19.04,11.51,0,49,68.54,3.75,0.19
"소고기, 한우(1+등급), 앞다리(부채덮개살), 생것",100,159,0,20.7,7.85,0,57,56.8,2.53,0.13
"소고기, 한우(1+등급), 앞다리(부채살), 생것",100,244,0,17.42,18.84,0,49,70.47,5.99,0.34
"소고기, 한우(1+등급), 앞다리(앞다리살), 생것",100,185,0,20.74,10.71,0,44,63.37,3.55,0.19
"소고기, 한우(1+등급), 양지(앞치마살), 생것",100,289,0,17.38,23.81,0,40,69.83,7.53,0.47
"소고기, 한우(1+등급), 양지(양지머리), 생것",100,194,0,19.77,12.11,0,52,61.55,3.59,0.21
"소고기, 한우(1+등급), 양지(업진살), 생것",100,325,0,15.09,28.85,0,40,84.96,8.17,0.55
"소고기, 한우(1+등급), 양지(업진안살), 생것",100,297,0,18.09,24.35,0,45,70.8,7.87,0.39
"소고기, 한우(1+등급), 양지(차돌박이), 생것",100,467,0,11.16,46.45,0,60,105.4,11.82,0.78
"소고기, 한우(1+등급), 양지(치마살), 생것",100,235,0,17.64,17.69,0,44,77.63,6.03,0.33
"소고기, 한우(1+등급), 양지(치마양지), 생것",100,212,0,20.81,13.71,0,51,63.37,4.23,0.26
"소고기, 한우(1+등급), 우둔(우둔살), 생것",100,163,0,22.68,7.33,0,41,62.56,2.09,0.11
"소고기, 한우(1+등급), 우둔(홍두깨살), 생것",100,158,0,21.61,7.31,0,41,56.96,2.17,0.11
"소고기, 한우(1+등급), 채끝(채끝살), 생것",100,305,0,17.92,25.29,0,34,70.81,8.61,0.52
"커피, 에스프레소",100,22,4.93,0.2,0.22,0.04,1,0,0.05,0
"커피, 커피가루, 인스턴트",100,348,66.06,19.81,0.49,0,42,0,0.2,0.02
"샌드위치, 햄, 치즈, 채소",100,214,21.55,8.66,10.38,4.67,532,23.54,3.1,0.19
"옥수수, 메옥수수, 강다옥, 말린것",100,361,73.68,9.82,4.46,1.32,2,0,0.74,0.01
"옥수수, 메옥수수, 광평옥, 말린것",100,358,72.54,9.73,4.69,1.41,3,0,0.84,0.01
"옥수수, 메옥수수, 다안옥, 말린것",100,356,72.49,10.25,4.28,1.54,2,0,0.79,0.01
"옥수수, 메옥수수, 다평옥, 말린것",100,359,75.32,9.02,3.64,2.13,4,0,0.66,0.01
"옥수수, 메옥수수, 신광옥, 말린것",100,354,74.78,9.79,3.06,1.7,5,0,0.57,0.01
"옥수수, 메옥수수, 신황옥, 말린것",100,357,74.14,10.22,3.62,2.51,2,0,0.69,0.01
"옥수수, 메옥수수, 안다옥, 말린것",100,356,74.3,10.25,3.41,2.27,3,0,0.59,0.01
"옥수수, 메옥수수, 양안옥, 말린것",100,358,74.98,9.56,3.61,1.73,6,0,0.69,0.01
"옥수수, 메옥수수, 장다옥, 말린것",100,357,73.36,11,3.76,2.26,2,0,0.71,0.01
"옥수수, 메옥수수, 창다옥, 말린것",100,360,75.96,8.93,3.47,1.79,4,0,0.66,0.01
"옥수수, 메옥수수, 청안옥, 말린것",100,360,75.29,9.11,3.8,2.4,2,0,0.73,0.01
"옥수수, 메옥수수, 평강옥, 말린것",100,359,75.3,9.45,3.54,2.16,1,0,0.65,0.01
"옥수수, 메옥수수, 평안옥, 말린것",100,358,71.24,11.77,4.61,2.26,4,0,0.82,0.01
"옥수수, 메옥수수, 황다옥, 말린것",100,358,74.27,10.32,3.65,1.64,2,0,0.68,0.01
"옥수수, 찰옥수수, 삶은것",100,140,28.85,4.22,1.42,0.5,2,0,0.35,0
"옥수수 과자, 팝콘, 카라멜맛",100,459,77.74,4.77,14.36,34.78,49,22.12,7.89,0.32
"젤리, 구미",100,344,77.53,7.5,0.42,50,5,0,0.03,0
"초코바, 땅콩 카라멜",100,479,61.98,9.36,21.51,48.03,138,5.24,9.86,0.08
"초코바, 쿠키 카라멜",100,489,67.6,4.33,22.33,43.07,151,4.63,12.64,0.09
"초콜릿, 크런치 초콜릿",100,520,62.49,7.25,26.81,44.12,101,10.72,16.16,0.24
"팥, 팥빙수용 단팥",100,206,45.63,4.51,0.22,36.53,26,0,0.06,0
"도토리묵, 가루",100,366,87.09,1.7,1.23,0.01,5,0,0.22,0
"밤, 구운것, 레토르트",100,199,42.81,4.48,1.1,7.63,3,0,0.21,0.01
"마늘, 난지형, 통마늘, 구운것",100,141,30.42,8.29,0.17,0.03,2,0,0.05,0
"마늘, 난지형, 냉동",100,126,27.29,7.38,0.07,0.12,1,0,0.03,0
"마늘, 중국산, 데친것",100,127,24.27,6.74,1.21,2.4,14,0,0.06,0
"무, 조선무, 데친것",100,15,3.27,0.53,0.18,1.85,7,0,0.01,0
"바질잎, 생것",100,32,5.56,2.43,0.71,0.8,3,0,0.08,0
"바질잎, 데친것",100,34,5.9,2.81,0.7,0.37,1,0,0.1,0
"호박, 늙은호박, 삶은것",100,24,5.23,0.6,0.13,2.55,0,0,0.04,0
"노루궁뎅이버섯, 데친것",100,18,4.68,3.28,0.4,0.12,5,0,0.1,0
"느타리버섯, 말린것",100,189,60.72,25.1,3.9,0,19,0,0.46,0.02
"느타리버섯, 말린것(자연건조)",100,182,58.92,25.36,2.98,0,19,0,0.37,0.02
"동충하초, 누에동충하초, 생것",100,27,7.07,5.56,0.38,0.33,23,0,0.08,0
"만가닥버섯, 데친것",100,17,5.06,2.75,0.36,0.03,2,0,0.03,0
"목이버섯, 말린것(자연건조)",100,183,72.78,14.1,1.99,1.66,157,0,0.17,0.01
"목이버섯, 흰백목이, 생것",100,28,11.58,1.2,0.55,0.18,7,0,0.09,0
